Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	Device	
Low Noise Accelerometer X	Low Noise Accelerometer X	Low Noise Accelerometer Z	Low Noise Accelerometer Z	Low Noise Accelerometer Y	Low Noise Accelerometer Y	Event_Marker	Timestamp	Timestamp	Magnetometer Z	Magnetometer Z	Magnetometer X	Magnetometer X	Magnetometer Y	Magnetometer Y	Gyroscope Y	Gyroscope Y	Gyroscope Z	Gyroscope Z	Gyroscope X	Gyroscope X	
UNCAL	CAL	CAL	UNCAL	CAL	UNCAL	CAL	CAL	UNCAL	UNCAL	CAL	CAL	UNCAL	CAL	UNCAL	UNCAL	CAL	CAL	UNCAL	CAL	UNCAL	
no units	m/(s^2)	m/(s^2)	no units	m/(s^2)	no units	no units	ms	no units	no units	local_flux	local_flux	no units	local_flux	no units	no units	deg/s	deg/s	no units	deg/s	no units	
2035.0	0.6962761933755424	10.294684394505653	1223.0	0.4231626179270046	2015.0	0.0	608.245849609375	19931.0	1025.0	0.26956521739130435	1.8747474747474748	171.0	-2.173652694610779	328.0	157.0	1.4158461861789409	0.5699025025152721	-10.0	-1.7327896405690137	-137.0	
2035.0	0.6345948389308135	10.222774008235373	1229.0	0.42182670051985455	2020.0	0.0	627.777099609375	20571.0	1027.0	0.2739130434782609	1.8686868686868687	168.0	-2.1516966067864276	317.0	141.0	0.3020260103606111	0.9825181326549419	-33.0	-1.4783054312062678	-64.0	
2031.0	0.7434646913980562	10.183033564029031	1232.0	0.47071076568680087	2011.0	0.0	647.308349609375	21211.0	1023.0	0.26521739130434785	1.8868686868686868	177.0	-2.1397205588822357	311.0	134.0	-0.6768719848985275	1.2113084192212835	-44.0	-1.3620525729266801	0.0	
2030.0	0.7432211898752354	10.17060488268942	1233.0	0.48263223662926086	2011.0	0.0	666.839599609375	21851.0	1026.0	0.2717391304347826	1.8828282828282827	175.0	-2.1157684630738527	299.0	118.0	-1.028037426569403	1.151053174916764	-39.0	-1.1151949109054087	23.0	
2028.0	0.8041741985310603	10.193277413599986	1231.0	0.5075648775670935	2006.0	0.0	686.370849609375	22491.0	1025.0	0.26956521739130435	1.8747474747474748	171.0	-2.13373253493014	308.0	164.0	-1.449146666016919	1.1783621613605841	-37.0	-1.8106035903740514	50.0	
2030.0	0.8046612015767017	10.218134776279209	1229.0	0.4837219356821734	2006.0	0.0	705.902099609375	23131.0	1022.0	0.26304347826086955	1.8747474747474748	171.0	-2.1536926147704594	318.0	182.0	-0.8534804556400846	1.1628468672086876	-38.0	-2.0903245110329527	11.0	
2031.0	0.8412377560852248	10.20544430987562	1230.0	0.4719126037921384	2003.0	0.0	725.433349609375	23771.0	1025.0	0.26956521739130435	1.8828282828282827	175.0	-2.1137724550898205	298.0	194.0	-0.47495242681023697	0.8289591179196225	-17.0	-2.2766192970246735	-14.0	
2031.0	0.9029191105299536	10.277354696145899	1224.0	0.4732485211992885	1998.0	0.0	744.964599609375	24411.0	1025.0	0.26956521739130435	1.8686868686868687	168.0	-2.1137724550898205	298.0	208.0	0.6702829211872199	0.4579177730026405	3.0	-2.5009994071586408	-89.0	
2035.0	0.8309856679065695	10.352927224310262	1218.0	0.42509214097036097	2004.0	0.0	764.495849609375	25051.0	1022.0	0.26304347826086955	1.8808080808080807	174.0	-2.1477045908183636	315.0	206.0	1.1267893313385386	0.035123099366811544	29.0	-2.4751462203095835	-119.0	
2033.0	0.7462444505046916	10.439505607172903	1211.0	0.4492068981671372	2011.0	0.0	784.027099609375	25691.0	1020.0	0.25869565217391305	1.8747474747474748	171.0	-2.167664670658683	325.0	150.0	0.7192127702071508	-0.1354955542724679	40.0	-1.6193594280822996	-92.0	
2030.0	0.7583087680373739	10.46292457650105	1209.0	0.48570630934899856	2010.0	0.0	803.558349609375	26331.0	1027.0	0.2739130434782609	1.8646464646464647	166.0	-2.1477045908183636	315.0	122.0	-0.5364323955569918	-0.2750319237413661	54.0	-1.1809474631166736	-10.0	
2026.0	0.7712156263919168	10.583627081551786	1199.0	0.5352351740673886	2009.0	0.0	823.089599609375	26971.0	1025.0	0.26956521739130435	1.8707070707070708	169.0	-2.1616766467065873	322.0	89.0	-0.20139496451989064	-1.0380667544789697	102.0	-0.6823966967426338	-32.0	
2021.0	0.6618436594221252	10.682172842465041	1191.0	0.595367875862245	2018.0	0.0	842.620849609375	27611.0	1024.0	0.2673913043478261	1.8808080808080807	174.0	-2.12375249500998	303.0	99.0	1.809194382287899	-2.4162979339211303	185.0	-0.8545938449635635	-164.0	
2024.0	0.626603125119779	10.781148773247812	1183.0	0.5598606515137963	2021.0	0.0	862.152099609375	28251.0	1019.0	0.2565217391304348	1.8767676767676769	172.0	-2.1716566866267466	327.0	103.0	4.142885588194135	-3.8056746891224855	267.0	-0.9387672589237664	-317.0	
2024.0	0.45580194034631216	10.772405583866894	1184.0	0.5580652077722524	2035.0	0.0	881.683349609375	28891.0	1022.0	0.26304347826086955	1.8707070707070708	169.0	-2.1477045908183636	315.0	84.0	5.93439225952099	-4.511637631236837	305.0	-0.6677089416066168	-434.0	
2029.0	0.45689877658878447	10.822358744224712	1180.0	0.4983347438828336	2035.0	0.0	901.214599609375	29531.0	1020.0	0.25869565217391305	1.8767676767676769	172.0	-2.135728542914172	309.0	32.0	7.3547789909619725	-4.4622214837562115	293.0	0.10896171579380236	-526.0	
2023.0	0.5552622454567601	10.977431589817781	1167.0	0.5731582636539501	2027.0	0.0	920.745849609375	30171.0	1021.0	0.2608695652173913	1.8808080808080807	174.0	-2.1257485029940124	304.0	-102.0	8.880798602620578	-4.305125775068282	270.0	2.131724333365429	-624.0	
2014.0	0.531463242812916	11.14644156029537	1153.0	0.6830441082720464	2029.0	0.0	940.277099609375	30811.0	1025.0	0.26956521739130435	1.8585858585858586	163.0	-2.1536926147704594	318.0	-102.0	12.24804444001724	-5.229141257764883	316.0	2.0980518749914623	-844.0	
2003.0	0.4352351593818135	11.413973941621604	1131.0	0.8172872717329255	2037.0	0.0	959.808349609375	31451.0	1019.0	0.2565217391304348	1.8646464646464647	166.0	-2.1536926147704594	318.0	-174.0	15.63834193462266	-8.012656370695272	483.0	3.159205934265941	-1066.0	
2006.0	0.3665576850129151	11.830634932313446	1097.0	0.7846225285829019	2043.0	0.0	979.339599609375	32091.0	1022.0	0.26304347826086955	1.8626262626262626	165.0	-2.131736526946108	307.0	-164.0	18.086420184623023	-11.685204843766654	717.0	2.982633897013086	-1228.0	
1993.0	0.23592297298309403	12.342234025508546	1055.0	0.945058678418651	2054.0	0.0	998.870849609375	32731.0	1022.0	0.26304347826086955	1.8404040404040405	154.0	-2.1497005988023954	316.0	-259.0	20.073528436154096	-17.00873853673837	1059.0	4.407629734649865	-1360.0	
1983.0	-0.016861257881197467	12.796059375542903	1018.0	1.067551017321195	2075.0	0.0	1018.402099609375	33371.0	1016.0	0.25	1.8565656565656565	162.0	-2.1497005988023954	316.0	-323.0	21.681285129082365	-22.961672714307642	1446.0	5.364936198138834	-1468.0	
1978.0	-0.23426701283504575	13.067484550407718	996.0	1.1283321753757265	2093.0	0.0	1037.933349609375	34011.0	1017.0	0.25217391304347825	1.8505050505050504	159.0	-2.169660678642715	326.0	-521.0	20.772295981681125	-29.3906774363663	1871.0	8.385432933719311	-1411.0	
1969.0	-0.29403705434969835	13.298184407649243	977.0	1.238475208472754	2098.0	0.0	1057.464599609375	34651.0	1020.0	0.25869565217391305	1.8424242424242425	155.0	-2.1257485029940124	304.0	-817.0	19.946292626342363	-35.150445057757445	2247.0	12.895594107957109	-1358.0	
1965.0	-0.24359042929314056	13.515670228359221	959.0	1.2893473040147567	2094.0	0.0	1076.995849609375	35291.0	1016.0	0.25	1.8424242424242425	155.0	-2.1497005988023954	316.0	-1165.0	18.721117491496663	-40.179432620625334	2574.0	18.200621524704808	-1278.0	
1959.0	-0.26605557051036616	13.78291747455687	937.0	1.364084281691067	2096.0	0.0	1096.527099609375	35931.0	1014.0	0.24565217391304348	1.8525252525252525	160.0	-2.131736526946108	307.0	-1575.0	20.634724602514773	-43.830415150438334	2792.0	24.417226898461546	-1401.0	
1961.0	-0.2403409373773294	13.892614124909331	928.0	1.3413420089837533	2094.0	0.0	1116.058349609375	36571.0	1019.0	0.2565217391304348	1.8343434343434344	151.0	-2.1157684630738527	299.0	-1969.0	24.709561106115917	-47.51713787943404	3003.0	30.368873970687893	-1665.0	
1962.0	-0.26399768085396014	13.954296228318396	923.0	1.3296740698119933	2096.0	0.0	1135.589599609375	37211.0	1021.0	0.2608695652173913	1.8262626262626263	147.0	-2.129740518962076	306.0	-2428.0	31.816914646823722	-51.28954997921873	3203.0	37.278789028436705	-2126.0	
